CGFour:
Cell: [47] (-32.243347, 281.53107, -6.3419113); node id: 7
Cell: [48] (-78.06191, 210.70134, -26.983658); node id: 0
Cell: [49] (481.71033, 298.2338, -89.73102); node id: 1
Cell: [50] (402.8925, 341.11203, 688.5129); node id: 2
Cell: [51] (-75.331245, 380.28363, -32.204185); node id: 3
Cell: [52] (709.3239, 306.85687, -2.4629593); node id: 4
Cell: [53] (353.46625, 370.6463, 227.65579); node id: 5
Cell: [54] (35.15085, 355.9357, 391.982); node id: 6
Cell: [55] (220.46896, 243.33607, 109.484406); node id: 7
Cell: [56] (510.67773, 257.3699, 681.31177); node id: 0
Cell: [57] (417.99695, 223.9492, 539.2505); node id: 1
Cell: [58] (761.93396, 375.53345, 491.37543); node id: 2
Cell: [59] (2.3584595, 356.54156, 789.6016); node id: 3
Cell: [60] (375.0849, 367.12048, 327.93213); node id: 4
Cell: [61] (432.6565, 228.58752, 288.5119); node id: 5
Cell: [62] (554.1873, 214.25793, 664.0814); node id: 6
Cell: [63] (850.0488, 244.0839, 205.4071); node id: 7
Cell: [64] (467.92023, 359.761, 307.28342); node id: 0
Cell: [65] (55.287796, 308.6535, 254.16864); node id: 1
Cell: [66] (764.0783, 242.67236, -15.989937); node id: 2
Cell: [67] (-17.552711, 335.96472, 6.984436); node id: 3
Cell: [68] (737.34186, 226.26382, -28.994003); node id: 4
Cell: [69] (181.70026, 223.8892, 428.50372); node id: 5
Cell: [70] (411.9911, 268.98956, 12.806198); node id: 6
Cell: [71] (737.2933, 230.63199, 610.5344); node id: 7
Cell: [72] (419.2334, 276.63794, 466.64813); node id: 0
Cell: [73] (110.06966, 373.28168, 46.17729); node id: 1
Cell: [74] (351.3935, 218.43712, 365.69586); node id: 2
Cell: [75] (217.90488, 365.10077, 870.97815); node id: 3
Cell: [76] (572.0424, 251.63466, 510.79138); node id: 4
Cell: [77] (297.22253, 272.33807, 258.64835); node id: 5
Cell: [78] (444.53693, 230.0672, -30.336174); node id: 6
Cell: [79] (319.7559, 345.1238, 529.7552); node id: 7
Cell: [80] (706.5284, 236.70795, 170.18045); node id: 0
Cell: [81] (758.4131, 276.69446, 733.2537); node id: 1
Cell: [82] (885.7211, 259.71072, 837.5813); node id: 2
Cell: [83] (490.1156, 281.45276, 474.51758); node id: 3
Cell: [84] (877.2074, 221.52371, 126.01378); node id: 4
Cell: [85] (54.825333, 302.61826, 510.82355); node id: 5
Cell: [86] (-3.6858063, 275.2874, 847.56274); node id: 6
Cell: [87] (557.0294, 212.5874, 810.1845); node id: 7
Cell: [88] (145.494, 367.62927, 605.66425); node id: 0
Cell: [89] (733.8631, 256.2281, 515.1117); node id: 1
Cell: [90] (265.21274, 213.45784, -40.400303); node id: 2
Cell: [91] (-89.953995, 214.58427, 553.8429); node id: 3
Cell: [92] (-43.969727, 379.98654, 550.9803); node id: 4
Cell: [93] (470.81866, 229.25406, 701.92456); node id: 5
Cell: [94] (640.70013, 338.92404, 256.0145); node id: 6
Cell: [95] (-61.43073, 325.87152, 617.90796); node id: 7
Cell: [96] (809.7659, 214.61162, 723.12305); node id: 0
Cell: [97] (48.800552, 236.71184, 139.92574); node id: 1
Cell: [98] (411.7018, 330.9707, 65.72583); node id: 2
Cell: [99] (423.4657, 362.48944, 437.59467); node id: 3
